group7136-2, chromosome-01
group2402, chromosome-00
group2403, chromosome-00
group2400, chromosome-00
group2401, chromosome-00
group2408, chromosome-00
group2409, chromosome-00
group10682-2, chromosome-00
group17719, chromosome-05
group17718, chromosome-05
group17715, plasmid-Rh08-circula
group17714, plasmid-Rh08
group17717, chromosome-04
group17716, plasmid-Rh02
group17711, fragment
group17710, fragment
group17713, fragment
group17712, chromosome-24
group16442, fragment
group16443, fragment
group16440, fragment
group16441, fragment
group16446, fragment
group16447, fragment
group16444, fragment
group16445, fragment
group16448, fragment
group16449, fragment
group3162, chromosome-00
group3163, chromosome-00
group9007, chromosome-07
group9006, fragment
group9005, chromosome-01
group9004, chromosome-01
group9003, fragment
group9002, fragment
group9001, fragment
group9000, chromosome-00
group1759, chromosome-01
group9009, fragment
group9008, chromosome-00
group10291, chromosome-04
group10290, chromosome-04
group10293, chromosome-01
group10292, chromosome-04
group10295, plasmid-Rh01-circu
group10294, fragment
group10297, fragment
group10296, fragment
group10299, chromosome-03
group10298, fragment
group21187, fragment
group16194, chromosome-03
group16195, chromosome-00
group16196, plasmid-Rh03
group16197, chromosome-01
group16190, chromosome-03
group16191, chromosome-00
group16192, fragment
group16193, chromosome-02
group16198, chromosome-01
group16199, chromosome-09
group3759, chromosome-00
group3758, chromosome-00
group21183, chromosome-00
group5073, plasmid-Rh01
group3751, chromosome-00
group3750, chromosome-00
group3753, chromosome-00
group3169, chromosome-00
group3755, chromosome-00
group3754, chromosome-00
group3757, chromosome-00
group3756, chromosome-00
group1750, chromosome-01
group5076, plasmid-Rh01
group1756, chromosome-01
group5074, plasmid-Rh01
group5075, plasmid-Rh01
group137, chromosome-01
group136, chromosome-01
group135, chromosome-01
group134, chromosome-01
group133, chromosome-01
group132, chromosome-01
group131, chromosome-01
group130, chromosome-01
group139, chromosome-01
group138, chromosome-01
group7126, fragment
group7127, chromosome-00
group7124, fragment
group7125, fragment
group7122, plasmid-Rh02
group7123, fragment
group7120, plasmid-Rh02
group7121, plasmid-Rh02
group7498-2, plasmid-Rh06
group7128, fragment
group7129, fragment
group12639, chromosome-01
group12638, fragment
group12635, fragment
group12634, chromosome-01
group12637, fragment
group12636, fragment
group12631, chromosome-01
group12630, fragment
group12633, chromosome-02
group12632, chromosome-02
group10909, chromosome-10
group10908, fragment
group10901, chromosome-04
group10900, chromosome-04
group10903, fragment
group10902, fragment
group10905, fragment
group10904, plasmid-Rh01
group10907, plasmid-Rh04
group10906, chromosome-05
group15362, chromosome-00
group15363, chromosome-06
group15360, plasmid-Rh07
group15361, fragment
group15366, plasmid-Rh02
group15367, chromosome-06
group15364, fragment
group15365, plasmid-Rh03
group15368, fragment
group15369, chromosome-01
group14105, chromosome-00
group14104, chromosome-00
group14107, plasmid-Rh02
group14106, plasmid-Rh02
group14101, chromosome-00
group14100, chromosome-00
group14103, chromosome-00
group14102, chromosome-00
group14109, plasmid-Rh02-circ
group14108, plasmid-Rh02-circ
group15699-2, fragment
group15699-3, fragment
group8250-2, fragment
group17458, fragment
group17459, fragment
group17452, fragment
group17453, plasmid-Rh08
group17450, fragment
group17451, plasmid-Rh04
group17456, fragment
group17457, fragment
group17454, fragment
group17455, plasmid-Rh08
group5759-3, fragment
group5759-2, plasmid-Rh04
group14710-2, plasmid-Rh01
group3908-2, fragment
group13225, fragment
group13224, fragment
group13227, fragment
group13226, fragment
group13221, plasmid-Rh07
group13220, plasmid-Rh07
group13223, plasmid-Rh07
group13222, plasmid-Rh07
group13229, chromosome-05
group13228, chromosome-02
group1139-2, fragment
group12178, fragment
group12179, chromosome-01
group12172, fragment
group12173, fragment
group12170, chromosome-17
group12171, chromosome-15
group12176, chromosome-05
group12177, chromosome-01
group12174, chromosome-01
group12175, fragment
group2227, chromosome-01
group2648, chromosome-00
group2649, chromosome-00
group2640, chromosome-00
group2641, chromosome-13
group2642, chromosome-00
group2643, chromosome-00
group2644, chromosome-00
group2645, chromosome-00
group2646, chromosome-00
group2647, chromosome-00
group8318, chromosome-34
group8319, chromosome-01
group5148, plasmid-Rh01
group5149, plasmid-Rh01
group8314, chromosome-11
group8315, fragment
group5144, plasmid-Rh01
group8317, fragment
group5142, plasmid-Rh01
group8311, chromosome-01
group5140, plasmid-Rh01
group5141, plasmid-Rh01
group3599, chromosome-00
group3598, chromosome-00
group3593, chromosome-00
group3592, chromosome-00
group3591, chromosome-00
group3590, chromosome-00
group3597, chromosome-00
group3596, chromosome-00
group3595, chromosome-00
group3594, chromosome-00
group6385-3, fragment
group6385-2, fragment
group13844-2, plasmid-Rh04
group18901, fragment
group18900, fragment
group18903, fragment
group18902, fragment
group18905, fragment
group18904, fragment
group18907, fragment
group18906, fragment
group18909, fragment
group18908, fragment
group7458, chromosome-01
group7459, chromosome-01
group7456, chromosome-03
group7457, chromosome-01
group7454, chromosome-01
group7455, chromosome-01
group7452, chromosome-01
group7453, chromosome-01
group7450, fragment
group7451, fragment
group10184-4, chromosome-05
group10184-2, chromosome-04
group10184-3, fragment
group1854, chromosome-01
group1855, chromosome-01
group1856, chromosome-01
group1857, chromosome-01
group1850, chromosome-01
group1851, chromosome-01
group1852, chromosome-01
group1853, chromosome-01
group1858, chromosome-01
group1859, chromosome-01
group11195, chromosome-00
group11194, chromosome-00
group11197, plasmid-Rh07
group11196, plasmid-Rh07
group11191, fragment
group11190, fragment
group11193, chromosome-22
group11192, chromosome-00
group11199, plasmid-Rh07
group11198, plasmid-Rh07
group4378, chromosome-00
group4379, chromosome-00
group10828, plasmid-Rh02
group10829, plasmid-Rh02
group10826, fragment
group10827, plasmid-Rh04
group10824, fragment
group10825, fragment
group10822, plasmid-Rh02
group10823, plasmid-Rh03
group10820, fragment
group10821, plasmid-Rh02-circu
group19692, chromosome-03
group19693, chromosome-03
group19690, chromosome-03
group19691, chromosome-03
group19696, chromosome-08
group19697, chromosome-08
group19694, chromosome-03
group19695, chromosome-08
group19698, chromosome-08
group19699, chromosome-08
group7810-3, fragment
group14349, chromosome-04
group14348, plasmid-Rh04
group14343, chromosome-02
group14342, chromosome-02
group14341, chromosome-02
group14340, chromosome-02
group14347, fragment
group14346, fragment
group14345, fragment
group14344, chromosome-02
group17698, fragment
group17699, chromosome-01
group17690, chromosome-07
group17691, chromosome-00
group17692, chromosome-00
group5422, plasmid-Rh02
group17694, fragment
group17695, fragment
group17696, fragment
group5426, plasmid-Rh02
group11449, chromosome-01
group11448, chromosome-01
group11447, chromosome-00
group11446, plasmid-Rh03
group11445, chromosome-00
group11444, fragment
group11443, fragment
group11442, fragment
group11441, fragment
group11440, plasmid-Rh13
group10318, chromosome-03
group10319, chromosome-03
group10314, chromosome-00
group10315, chromosome-00
group10316, chromosome-00
group10317, chromosome-03
group10310, chromosome-00
group10311, chromosome-00
group10312, chromosome-03
group10313, chromosome-03
group18123, chromosome-00
group18122, chromosome-00
group18121, fragment
group18120, fragment
group18127, chromosome-00
group18126, chromosome-00
group18125, chromosome-00
group18124, chromosome-00
group18129, chromosome-00
group18128, chromosome-00
group16877, chromosome-00
group16876, chromosome-00
group16875, chromosome-00
group16874, chromosome-00
group14110-3, fragment
group16872, chromosome-00
group16871, plasmid-Rh02
group16870, chromosome-00
group16879, chromosome-00
group16878, chromosome-00
group20292, fragment
group20293, fragment
group20290, fragment
group20291, fragment
group20296, fragment
group20297, fragment
group20294, fragment
group20295, fragment
group20298, fragment
group20299, fragment
group6190, plasmid-Rh01
group6191, plasmid-Rh01
group6192, plasmid-Rh01
group6193, fragment
group6194, fragment
group6195, fragment
group6196, fragment
group6197, fragment
group6198, fragment
group6199, fragment
group16253, fragment
group16252, chromosome-01
group16251, fragment
group16250, chromosome-03
group16257, fragment
group16256, fragment
group16255, chromosome-01
group16254, chromosome-01
group16259, chromosome-01
group16258, chromosome-01
group9216, chromosome-01
group9217, chromosome-02
group9214, chromosome-01
group9215, chromosome-01
group9212, chromosome-01
group9213, chromosome-01
group9210, chromosome-01
group9211, chromosome-01
group9218, chromosome-01
group9219, chromosome-01
group6446, plasmid-Rh04
group6447, plasmid-Rh02
group6444, chromosome-00
group6445, chromosome-00
group6442, chromosome-27
group6443, chromosome-00
group6440, fragment
group17916, chromosome-03
group5980, plasmid-Rh02
group6448, fragment
group6449, fragment
group5981, plasmid-Rh02
group5986, plasmid-Rh02
group5987, plasmid-Rh02
group13759, plasmid-Rh15
group13758, fragment
group13755, fragment
group13754, fragment
group13757, plasmid-Rh01-circul
group17910, plasmid-Rh07
group13751, plasmid-Rh07
group13750, fragment
group13753, fragment
group13752, fragment
group15757, chromosome-01
group15756, chromosome-01
group15755, fragment
group15754, chromosome-19
group15753, chromosome-05
group15752, chromosome-05
group15751, chromosome-13
group15750, chromosome-00
group15759, fragment
group15758, chromosome-00
group308, chromosome-01
group309, chromosome-01
group300, chromosome-01
group301, chromosome-01
group302, chromosome-01
group303, chromosome-01
group304, chromosome-01
group305, chromosome-01
group306, chromosome-01
group307, chromosome-01
group7719, chromosome-09
group7718, chromosome-17
group6923-2, fragment
group7711, fragment
group7710, fragment
group7713, fragment
group7712, plasmid-Rh08
group7715, chromosome-04
group7714, chromosome-00
group7717, chromosome-04
group7716, chromosome-08
group12402, fragment
group12403, fragment
group12400, fragment
group12401, fragment
group12406, fragment
group12407, fragment
group12404, fragment
group12405, fragment
group12408, fragment
group12409, fragment
group11546, chromosome-00
group11547, chromosome-00
group14796, chromosome-00
group14797, fragment
group11542, chromosome-00
group11543, chromosome-00
group14804, fragment
group14805, fragment
group14806, fragment
group14807, fragment
group14800, fragment
group14792, fragment
group14802, fragment
group14803, fragment
group11541, chromosome-00
group14808, plasmid-Rh02
group14809, chromosome-19
group10493, plasmid-Rh02
group10492, plasmid-Rh02
group10491, plasmid-Rh02
group10490, plasmid-Rh02
group10497, plasmid-Rh02
group10496, plasmid-Rh02
group10495, plasmid-Rh02
group10494, plasmid-Rh02
group17869, chromosome-07
group17868, chromosome-07
group17867, chromosome-07
group17866, fragment
group17865, chromosome-07
group17864, chromosome-07
group17863, chromosome-07
group17862, chromosome-07
group17861, chromosome-07
group17860, chromosome-07
group19778-2, plasmid-Rh01
group4336-2, chromosome-00
group4131, chromosome-00
group4133, chromosome-00
group7149-4, fragment
group1564, chromosome-01
group1565, chromosome-01
group1566, chromosome-01
group1567, chromosome-01
group8879, plasmid-Rh01
group8878, plasmid-Rh01-circul
group8875, plasmid-Rh01-circul
group8874, chromosome-08
group8877, chromosome-01
group8876, fragment
group8871, chromosome-01
group8870, chromosome-01
group8873, chromosome-08
group8872, chromosome-08
group1562, chromosome-01
group1563, chromosome-01
group13418, chromosome-01
group13419, chromosome-01
group13412, chromosome-01
group13413, chromosome-01
group13410, chromosome-01
group13411, chromosome-01
group13416, chromosome-01
group13417, chromosome-01
group13414, chromosome-01
group13415, chromosome-01
group19450, chromosome-05
group19451, chromosome-05
group19452, chromosome-00
group19453, plasmid-Rh01
group19454, plasmid-Rh01
group19455, chromosome-01
group19456, chromosome-01
group19457, chromosome-03
group19458, chromosome-04
group19459, chromosome-04
group16248-3, chromosome-12
group4178, chromosome-00
group4179, chromosome-00
group4170, chromosome-00
group4171, chromosome-00
group4172, chromosome-00
group4173, chromosome-00
group4174, chromosome-00
group4175, chromosome-00
group4176, chromosome-00
group4177, chromosome-00
group1528, chromosome-01
group1529, chromosome-01
group8291, chromosome-00
group8290, plasmid-Rh05
group1522, chromosome-01
group1523, chromosome-01
group1524, chromosome-01
group8294, chromosome-00
group8297, chromosome-01
group8296, plasmid-Rh07
group8818, chromosome-00
group8129, fragment
group8128, fragment
group8127, fragment
group8126, plasmid-Rh12
group8125, chromosome-00
group8124, plasmid-Rh01
group8123, chromosome-04
group8122, chromosome-07
group8121, chromosome-00
group8120, chromosome-01
group18321, fragment
group18320, fragment
group18323, fragment
group18322, fragment
group18325, fragment
group18324, fragment
group18327, fragment
group18326, fragment
group18329, fragment
group18328, fragment
group3904-2, fragment
group20050, fragment
group20051, fragment
group20052, fragment
group20053, fragment
group20054, fragment
group20055, fragment
group20056, fragment
group20057, fragment
group20058, fragment
group20059, fragment
group3968, fragment
group3969, fragment
group3966, fragment
group3967, fragment
group3964, plasmid-Rh01-circu
group3965, fragment
group3962, fragment
group3963, fragment
group3960, fragment
group3961, fragment
group5429, plasmid-Rh02
group2381, chromosome-00
group2380, chromosome-00
group5541, plasmid-Rh02
group2382, chromosome-01
group2385, chromosome-00
group2384, chromosome-01
